equal;3731;FALSE;no_reaction;?;empty;empty;,
equal;4277;FALSE;no_reaction;?;empty;empty;,
divide;91;TRUE;no_reaction;east;danger;danger;,
equal;175;FALSE;no_reaction;?;empty;empty;,
equal;1295;FALSE;no_reaction;?;empty;empty;,
equal;1435;FALSE;no_reaction;?;empty;empty;,
equal;665;FALSE;no_reaction;no;east;danger;,
equal;1645;FALSE;no_reaction;no;east;danger;,
divide;35;TRUE;no_reaction;east;danger;danger;,
equal;833;TRUE;no_reaction;danger;gniack;you;,
equal;931;TRUE;no_reaction;no;east;danger;,
equal;1519;TRUE;no_reaction;no;empty;empty;,
equal;1813;FALSE;no_reaction;?;empty;empty;,
equal;2009;FALSE;no_reaction;?;empty;empty;,
equal;2303;FALSE;no_reaction;?;empty;empty;,
divide;49;TRUE;no_reaction;east;danger;danger;,
equal;627;FALSE;no_reaction;me;gniack;west;,
equal;1023;FALSE;no_reaction;me;gniack;west;,
equal;1353;FALSE;no_reaction;?;empty;empty;,
equal;1551;FALSE;no_reaction;no;empty;empty;,
divide;33;FALSE;no_reaction;west;danger;empty;,
equal;275;FALSE;no_reaction;?;empty;empty;,
equal;1045;FALSE;no_reaction;me;gniack;west;,
equal;1595;TRUE;no_reaction;no;empty;empty;,
equal;1705;FALSE;no_reaction;me;gniack;west;,
equal;2035;FALSE;no_reaction;?;empty;empty;,
equal;2255;FALSE;no_reaction;?;empty;empty;,
equal;2585;FALSE;no_reaction;?;empty;empty;,
divide;55;FALSE;no_reaction;west;danger;empty;,
equal;7285;FALSE;no_reaction;?;empty;empty;,
equal;10199;FALSE;no_reaction;you;danger;?;,
equal;16027;FALSE;no_reaction;?;empty;empty;,
equal;18941;FALSE;no_reaction;?;empty;empty;,
equal;33511;FALSE;no_reaction;?;empty;empty;,
equal;45167;FALSE;no_reaction;?;empty;empty;,
equal;53909;FALSE;no_reaction;?;empty;empty;,
divide;1457;TRUE;native_offended;me;see;you;,
equal;2945;FALSE;no_reaction;no;empty;empty;,
equal;4123;FALSE;no_reaction;no;empty;empty;,
equal;7657;FALSE;no_reaction;no;empty;empty;,
equal;10013;TRUE;native_offended;me;see;you;,
equal;13547;FALSE;no_reaction;?;empty;empty;,
equal;17081;TRUE;native_offended;me;see;you;,
equal;21793;FALSE;no_reaction;?;empty;empty;,
equal;24149;FALSE;no_reaction;?;empty;empty;,
equal;25327;FALSE;no_reaction;?;empty;empty;,
divide;589;FALSE;no_reaction;me;gniack;west;,
equal;1581;FALSE;no_reaction;you;gniack;west;,
equal;3689;FALSE;no_reaction;you;danger;?;,
equal;5797;FALSE;no_reaction;you;gniack;west;,
divide;527;FALSE;no_reaction;?;empty;empty;,
equal;969;FALSE;no_reaction;?;empty;empty;,
equal;1331;FALSE;no_reaction;?;empty;empty;,
equal;2337;FALSE;no_reaction;no;empty;empty;,
equal;2451;FALSE;no_reaction;no;empty;empty;,
equal;2679;FALSE;no_reaction;no;empty;empty;,
divide;57;FALSE;no_reaction;me;gniack;danger;,
equal;255;FALSE;no_reaction;no;empty;empty;,
equal;465;FALSE;no_reaction;no;empty;empty;,
equal;645;FALSE;no_reaction;no;empty;empty;,
divide;15;FALSE;no_reaction;?;empty;empty;,
equal;5;FALSE;no_reaction;north;empty;empty;,
equal;7;FALSE;no_reaction;east;danger;danger;,
equal;11;FALSE;no_reaction;west;empty;empty;,
equal;13;FALSE;no_reaction;south;empty;empty;,
equal;17;FALSE;you;west;empty;empty;,
equal;19;FALSE;no_reaction;me;gniack;danger;,
equal;31;FALSE;no_reaction;gniack;?;empty;,
equal;43;FALSE;no_reaction;me;gniack;danger;,
